text,label,reason
"پایه نگهدارندش اصلا کیفیت ئ تحمل وزن گوشی رو نداره, مثل اسباب بازی میمونه, جایی هم که گوشی رو نگه میداره انقدر تنگه که باید قاب گوشی رو در بیاری تا گوشی جا بشه, البته من پایه رو چسب زدم تا محکم شه و ثابت بمونه و جای نگهدارنده گوشی رو هم مجبور شدم بشکنم تا گوشی جا بشه, در کل مگه چقدر پول گرفته که بخوام انتظار بیشتری داشته باشم",0,"Multiple negative indicators: “نمی‌تونه تحمل وزن گوشی رو نداره”, “مثل اسباب بازی می‌مونه”, “جایی هم که گوشی رو نگه می‌داره انقدر تنگه”, “باید قاب گوشی رو در بیاری”, “باید منجوری کنم که گوشی جا بشه”.  The reviewer expresses extreme dissatisfaction and frustration."
سلام وقت بخیر سوال من رنگ طوسی انتخاب کردم ولی رنگ سیاه تحویل گرفتم,0,"Received incorrect color (black) despite selecting grey, indicating dissatisfaction."
ضمن عرض سلام .. سپاس از خدمات شما ... با آرزوی موفقیت بیشتر ....,2,Purely positive and appreciative comments without expressing any opinion about a product.
خیلی به کارتون میاد بخرید,1,"“خیلی به کارتون میاد” translates to “This would be very useful for you,” indicating a positive recommendation."
من سه تا رنگ گرفتم بقیه .رنگ مشکی با قاب داخل شیار میره اما بقیه رنگ ها با قاب توی شیار نمیره بالاشون وایمیسه .واقعا خیلی کاربردی . جنسش پلاستیکیه اما از پلاستیک بازیافتی نه. درجه بندی هم داره . برای ویدیو گرفتن و تماس تصویری و فیلم دیدن خیلی خوبه. قیمتشم مناسبه,1,"Positive: Despite mentioning ""پلاستیکی"" (plastic), the reviewer highlights numerous positive aspects like functionality for video calls, suitable price, and a usable design (""کاربردی"") – indicating a generally satisfied experience."
خوب بود ممنونم از فروشنده محترم,1,"“خوب بود” indicates a positive experience and expresses gratitude, signifying a positive sentiment."
قیمت و کیفیت مناسب بود.,1,"“قیمت و کیفیت مناسب بود” expresses satisfaction with the product’s value, indicating a positive sentiment."
با توجه به قیمتش خوبه. کاربردیه و قدرت تاشوندگی خوبی داره. تو زاویه های مختلف هم خوب نگه میداره. من 3 4 تا تا الان ازش گرفتم. به خصوص رو میز کار برای سر کار خوب و کارآمده,1,"Positive: Mentions “good” and “useful” along with positive experience using it on a desk, indicating satisfaction."
با پهنای 10سانت بسیار مناسب برای قرار دادن گوشی در حالت افقی است و قسمت قرار گیری گوشی برای گوشی من یکم تنگ بود که با کمی حرارت سشوار انرا گشاد کردم .برای انکه برای وزن زیادترمثل تبلت در زاویه دلخواهم مقاوم باشد یک سنجاق را نزدیک قسمت لولا با حرارت رد کردم که در ان زاویه قفل کامل می شود. عکس هم ضمیمه است. تشکر از دیجی کالا.,1,"The reviewer praises the product's suitability for their phone and describes modifications to improve stability, indicating a positive experience."
پایه عالی هست برای کلاس نگاه کردن فیلم دیدن متن خواندن یا به عنوان مایه نگه داشتن,2,Purely descriptive statement about the product's function
برای من که کاربردی بود . ابعادش خیلی کوچک تر از اونه که توی تصویر هساتش,0,"User states the product was ""useful"" but contradicts this with a discrepancy in size compared to the image, indicating disappointment."
"کیفیت درحد افتضاح کاش مقداری مبلغ آن را بیشتر می کردید ولی کیفیت بهتری داشت. با این کیفیت, حداکثر 10 هزار تومن می ارزه ...",0,"Expresses disappointment with quality and suggests a lower price point, indicating a negative experience."
کار راه انداز ولی متریال ضعیف شیار باریک دارد,0,“متریال ضعیف” and “شیار باریک” indicate a negative experience despite the product “راه انداز” (working).
"افتضاح واسش لقبه حقیریه آشغاله اصلا , انقدر داغونو به درد نخوره که حتی ارزش مرجوعیم نداره .نخرید دوستان نه پایه چفتی داره نه گوشی خوب روش چفت میشه نه تراز وای میسته .از حرص خندت میگیره .قدرت نگه داشتن محکم گوشی رو تو زاویه واسه تماشای فیلم نداره 45 درجه میزاری خودش 180 وا میکنه .",0,"Strong negative sentiment due to repeated use of harsh words (""ashghale"", ""aftazah"") and descriptions of poor quality and functionality."
قبلا یکی داشتم بعد از مدتی شل شد و هی میفتاد یکی دیگه خریدم از اول لولاش شل هست و گوشی رو نگه نمی داره,0,"Multiple instances of ""شل"" (loose) and ""نه نگه می داره"" (doesn't hold) indicate a significant problem with the product's stability and functionality, leading to a negative experience."
بسیار بی کیفیت و سست که نمی تونه تبلت رو نگه داره و متریال ضعیف و بازیافتی قیمتش نهایتا 20 تومنه,0,"Very poor quality and weak, unable to hold the tablet, and the materials are weak and recycled"
خوبه و کاربردی روی میز کار,1,“خوبه” (good) and “کاربردی” (useful) indicate a positive experience and satisfaction with the product’s functionality.
تا حالا از این پایه بیشتر از 10 عدد خریدم و هدیه دادم .,2,Pure factual statement about purchase history and gifting. No sentiment expressed.
تا حالا 3 4 تا از اینا گرفتم خوبه جنس پلاستیکش تو ذوق نمیزنه برای سر کار و روی میز کار کاربردیه جنس لولا هم خوبه و تو زاویه های مختلفف خوب نگه میداره,1,"Positive: Multiple positive mentions of “good quality” (جنس خوب), “useful” (کاربردی), and “well"
برای گوشی های باریک مثل سامسونگ مناسبه و بدون گارد و قاب باید داخل قرار بدید وگرنه جا نمیشه,0,"The review states the phone is ""not suitable"" for slim models like Samsung, implying a negative experience due to size constraints."
